latent,inverse_logit,piel_printed_2013,uniform_binomial_conjugate,stukel_piel_printed_2013,stukel_uniform_binomial_conjugate
-7.9638494687140664,0.00034769071620771504,8.0991849198636294e-05,9.3219483580586222e-05,8.1392696176385212e-05,9.4244980402931786e-05
-7.9358730507926065,0.00035755167300446927,8.5440025250737585e-05,9.8067925354342313e-05,8.603708190501664e-05,9.9296574655770674e-05
-7.9078966328711466,0.00036769219637621247,9.0113245195841681e-05,0.00010314938161499488,9.0920925680757893e-05,0.0001045941249778739
-7.8799202149496859,0.00037812020635737364,9.5021806242017888e-05,0.00010847402582109784,9.6055132859242177e-05,0.00011014829067797863
-7.8519437970282251,0.00038884384701410061,0.00010017641912422302,0.00011405242409082452,0.00010145103129511044,0.00011597012900448334
-7.8239673791067652,0.00039987149276179631,0.00010558822186335242,0.0001198955479359981,0.00010712038426374682,0.00012207110717289455
-7.7959909611853053,0.00041121175485967827,0.00011126879385147869,0.00012601478730244403,0.00011307540363430489,0.00012846311464387013
-7.7680145432638454,0.00042287348808725382,0.00011723017026513816,0.00013242196391950319,0.00011932876329334192,0.00013515847565290644
-7.7400381253423856,0.00043486579760774183,0.00012348485680824007,0.00013912934496137724,0.000125893612818137,0.00014216996199256486
-7.7120617074209248,0.00044719804602360089,0.0001300458447858653,0.00014614965702276463,0.00013278359139850437,0.00014951080604795811
-7.6840852894994649,0.00045987986062946256,0.00013692662650991255,0.00015349610041105483,0.00014001284200564258,0.00015719471408603549
-7.6561088715780041,0.00047292114086791722,0.00014414121103720594,0.00016118236375711772,0.00014759602580628812,0.00016523587979902756
-7.6281324536565442,0.00048633206599373041,0.00015170414024033324,0.00016922263894649726,0.00015554833682016164,0.0001736489981022213
-7.6001560357350844,0.00050012310295223679,0.00015963050521111867,0.00017763163637257893,0.00016388551681840858,0.00018244927918603226
-7.5721796178136245,0.00051430501447779066,0.00016793596299624316,0.00018642460051303324,0.00017262387046042615,0.00019165246282214454
-7.5442031998921637,0.00052888886741832492,0.00017663675366413613,0.00019561732583058168,0.00018178028066618553,0.00020127483292327423
-7.5162267819707038,0.00054388604129221774,0.00018574971770183153,0.0002052261729988303,0.00019137222422083337,0.00021133323235588965
-7.488250364049243,0.0005593082370838454,0.0001952923137400663,0.00021526808545364686,0.00020141778760804593,0.0002218450780050138
-7.4602739461277832,0.00057516748628434452,0.00020528263660441959,0.00022576060627020251,0.00021193568306827979,0.00023282837608998297
-7.4322975282063233,0.00059147616018430968,0.00021573943568985594,0.00023672189536553254,0.00022294526487775263,0.00024430173772980432
-7.4043211102848634,0.00060824697942529705,0.00022668213365551422,0.00024817074702607731,0.00023446654584361736,0.00025628439475652664
-7.3763446923634026,0.00062549302381720913,0.00023813084543610825,0.00026012660775934058,0.00024652021401048351,0.00026879621577474802
-7.3483682744419427,0.00064322774242880616,0.00025010639756576231,0.00027260959446843394,0.0002591276495730709,0.00028185772246516831
-7.320391856520482,0.00066146496395879089,0.00026263034780958042,0.00028564051294788239,0.0002723109419894424,0.00029549010612980159
-7.2924154385990221,0.00068021890739508649,0.00027572500509767277,0.00029924087669866726,0.00028609290728887391,0.00030971524447618974
-7.2644390206775622,0.00069950419297015449,0.00028941344975581042,0.00031343292606008798,0.00030049710556809457,0.0003245557186376995
-7.2364626027561023,0.00071933585342037244,0.00030371955402625281,0.00032823964765557172,0.00031554785866921988,0.00034003483042666582
-7.2084861848346424,0.00073972934555771878,0.0003186680028717227,0.00034368479414912729,0.00033127026803234766,0.00035617661981688541
-7.1805097669131817,0.0007607005621622149,0.00033428431505482973,0.00035979290430868544,0.00034769023271540034,0.00037300588265163709
-7.1525333489917209,0.00078226584420379159,0.00035059486448463738,0.00037658932337207671,0.00036483446757340059,0.00039054818857309849
-7.124556931070261,0.00080444199340247143,0.00036762690182137232,0.00039410022371092667,0.00038273052158899413,0.00040882989916874232
-7.0965805131488011,0.00082724628513598504,0.00038540857632961631,0.00041235262578721637,0.00040140679634562896,0.00042787818632992314
-7.0686040952273412,0.00085069648170415927,0.00040396895796960419,0.00043137441939675305,0.0004208925646343759,0.00044772105081758868
-7.0406276773058813,0.00087481084595967206,0.00042333805971555828,0.00045119438519324934,0.00044121798918504051,0.00046838734102968888
-7.0126512593844206,0.00089960815531498937,0.00044354686008923026,0.00047184221648615364,0.00046241414151172499,0.00048990677196448314
-6.9846748414629607,0.00092510771613555612,0.00046462732589609896,0.00049334854130478703,0.00048451302086264332,0.00051230994437367699
-6.9566984235414999,0.00095132937852957205,0.00048661243515090547,0.0005157449447208024,0.00050754757326358375,0.00053562836409887411
-6.92872200562004,0.00097829355154491204,0.00050953620017839458,0.00053906399142029926,0.00053155171064393693,0.00055989446158452637
-6.9007455876985802,0.001006021218784054,0.00053343369087440579,0.00056333924851639978,0.000556560330033862,0.00058514161156017356
-6.8727691697771203,0.0010345339544481007,0.00055834105811156879,0.00058860530859236755,0.00058260933282071672,0.00061140415288438328
-6.8447927518556595,0.0010638539398212907,0.00058429555727310427,0.00061489781296476364,0.00060973564405240671,0.00063871740854242679
-6.8168163339341996,0.0010940039802076419,0.00061133557189735203,0.00064225347515544046,0.00063797723177495716,0.00066711770578935464
-6.7888399160127388,0.0011250075223316874,0.00063950063741482187,0.00067071010456048921,0.00066737312639118286,0.00069664239642969802
-6.760863498091279,0.0011568886722155033,0.00066883146495869475,0.00070030663030356058,0.00069796344002677133,0.00072732987722467254
-6.7328870801698191,0.0011896722135445858,0.00069936996522883862,0.00073108312526027805,0.00072978938588991432,0.00075921961041729722
-6.7049106622483592,0.0012233836265353648,0.00073115927238849804,0.00076308083023971863,0.0007628932976099296,0.00079235214436549305
-6.6769342443268984,0.0012580491073175045,0.00076424376797197123,0.00079634217830819917,0.00079731864854007655,0.00082676913427275176
-6.6489578264054385,0.0012936955878444065,0.00079866910478062526,0.00083091081923984884,0.00083311007100927081,0.00086251336300556818
-6.6209814084839786,0.0013303507563456895,0.00083448223074376307,0.00086683164407768754,0.00087031337550694482,0.00089962876198640136
-6.5930049905625179,0.0013680430783356856,0.0008717314127198759,0.00090415080978813395,0.00090897556978497638,0.00093816043215046532
-6.565028572641058,0.0014068018181923672,0.0009104662602129345,0.00094291576399106074,0.00094914487786005187,0.00097815466495427042
-6.5370521547195981,0.0014466570613214328,0.00095073774897743888,0.00098317526974674293,0.00099087075889954805,0.0010196589634233087
-6.5090757367981373,0.0014876397369205934,0.00099259824448501809,0.0010249794303801834,0.0010342039259734889,0.0010627220632259391
-6.4810993188766775,0.0015297816413594703,0.0010361015252244104,0.0010683797143224731,0.0010791963646547564,0.0011073939537598865
-6.4531229009552176,0.001573115462190861,0.001081302805805794,0.0011134289799480377,0.0011259013514493879,0.0011537258992376036
-6.4251464830337568,0.001617674802809441,0.0011282587598394176,0.0011601815003857193,0.001174373472038238,0.0012017704597559319
-6.3971700651122969,0.0016634942077743662,0.001177027542557621,0.0012086929882807876,0.001224668639311035,0.0012515815123353437
